Order Date,Ship Mode,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Time_taken,Seasons_of_the_year,month,day_of_week,week_of_year,is_holiday,Sales,Quantity,Discount,Profit,price_per_unit
2011-06-21,Second Class,Naresj Patel,Consumer,Waynesboro,Virginia,South,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,2,Summer,6,1,25,False,104.01,1,0.0,14.5614,104.01
2011-06-21,Second Class,Naresj Patel,Consumer,Waynesboro,Virginia,South,Technology,Phones,Konftel 250 Conference phone - Charcoal black,2,Summer,6,1,25,False,284.82,1,0.0,74.0532,284.82
2011-06-21,Second Class,Naresj Patel,Consumer,Waynesboro,Virginia,South,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,2,Summer,6,1,25,False,36.84,3,0.0,10.3152,12.280000000000001
2012-03-28,Standard Class,Alan Barnes,Consumer,Los Angeles,California,West,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,5,Spring,3,2,13,False,166.24,1,0.0,24.936,166.24
2012-03-28,Standard Class,Alan Barnes,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1977,5,Spring,3,2,13,False,33.4,5,0.0,16.032,6.68
2012-05-14,First Class,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",3,Spring,5,0,20,False,198.272,8,0.2,17.3488,24.784
2012-05-14,First Class,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Labels,Avery 490,3,Spring,5,0,20,False,47.36,4,0.2,17.76,11.84
2012-05-14,First Class,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,3,Spring,5,0,20,False,200.984,7,0.2,62.8075,28.712
2012-05-14,First Class,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",3,Spring,5,0,20,False,97.696,4,0.2,31.7512,24.424
2012-05-14,First Class,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",3,Spring,5,0,20,False,2.696,1,0.2,0.8088,2.696
2012-05-14,First Class,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Binders,GBC Linen Binding Covers,3,Spring,5,0,20,False,18.588,2,0.7,-13.6312,9.294
2012-05-14,First Class,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,3,Spring,5,0,20,False,4.896,3,0.7,-3.4272,1.632
2014-09-03,Standard Class,Dorris liebe,Corporate,Cleveland,Ohio,East,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",6,Autumn,9,2,36,False,15.072,3,0.2,4.1448,5.024
2013-11-05,Second Class,Alejandro Savely,Corporate,Seattle,Washington,West,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",4,Autumn,11,1,45,False,209.88,3,0.0,35.6796,69.96
2012-04-09,Standard Class,Jay Kimmel,Consumer,Long Beach,California,West,Furniture,Tables,Laminate Occasional Tables,5,Spring,4,0,15,False,369.912,3,0.2,-13.8717,123.30399999999999
2011-09-12,Standard Class,Brad Norvell,Corporate,Cary,North Carolina,South,Office Supplies,Paper,Xerox 220,5,Autumn,9,0,37,False,10.368,2,0.2,3.6288,5.184
2011-09-12,Standard Class,Brad Norvell,Corporate,Cary,North Carolina,South,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,5,Autumn,9,0,37,False,166.84,5,0.2,18.7695,33.368
2011-09-12,Standard Class,Brad Norvell,Corporate,Cary,North Carolina,South,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,5,Autumn,9,0,37,False,15.216,1,0.2,2.2824,15.216
2011-12-02,First Class,David Philippe,Consumer,New York City,New York,East,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,2,Winter,12,4,48,False,119.96,4,0.0,52.7824,29.99
2011-12-02,First Class,David Philippe,Consumer,New York City,New York,East,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,2,Winter,12,4,48,False,883.92,5,0.2,-110.49,176.784
2011-12-02,First Class,David Philippe,Consumer,New York City,New York,East,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",2,Winter,12,4,48,False,46.72,8,0.2,15.768,5.84
2011-04-05,First Class,Tracy Hopkins,Home Office,New York City,New York,East,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",2,Spring,4,1,14,False,55.48,1,0.0,26.6304,55.48
2014-09-04,Standard Class,Arthur Prichep,Consumer,Palm Coast,Florida,South,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",4,Autumn,9,3,36,False,24.448,4,0.2,8.8624,6.112
2014-05-20,Standard Class,Roland Schwarz,Corporate,Mount Vernon,New York,East,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,5,Spring,5,1,21,False,281.34,6,0.0,109.7226,46.88999999999999
2014-05-20,Standard Class,Roland Schwarz,Corporate,Mount Vernon,New York,East,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,5,Spring,5,1,21,False,307.98,2,0.0,89.3142,153.99
2014-05-20,Standard Class,Roland Schwarz,Corporate,Mount Vernon,New York,East,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,5,Spring,5,1,21,False,299.97,3,0.0,113.9886,99.99000000000001
2011-07-01,Second Class,Dorris liebe,Corporate,Seattle,Washington,West,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,5,Summer,7,4,26,False,19.92,5,0.2,6.972,3.9840000000000004
2011-01-12,First Class,Seth Vernon,Consumer,Dover,Delaware,East,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",3,Winter,1,2,2,False,9.94,2,0.0,3.0814,4.97
2014-09-25,Standard Class,Kelly Collister,Consumer,Newark,Ohio,East,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",5,Autumn,9,3,39,False,103.056,3,0.2,24.4758,34.352
2011-06-02,Standard Class,Christine Kargatis,Home Office,Orem,Utah,West,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,5,Summer,6,3,22,False,59.808,3,0.2,19.4376,19.936
2011-06-02,Standard Class,Christine Kargatis,Home Office,Orem,Utah,West,Furniture,Furnishings,Aluminum Document Frame,5,Summer,6,3,22,False,73.32,6,0.0,21.996,12.219999999999999
2013-02-13,Standard Class,Ross DeVincentis,Home Office,Los Angeles,California,West,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,5,Winter,2,2,7,False,146.82,3,0.0,73.41,48.94
2013-12-16,Standard Class,Michael Paige,Corporate,Detroit,Michigan,Central,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,4,Winter,12,0,51,False,1652.94,3,0.0,231.4116,550.98
2013-12-16,Standard Class,Michael Paige,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",4,Winter,12,0,51,False,296.37,3,0.0,80.0199,98.79
2011-10-07,Standard Class,Mathew Reese,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",6,Autumn,10,4,40,False,129.92,5,0.2,21.112,25.983999999999998
2013-07-08,Standard Class,Steve Chapman,Corporate,Hialeah,Florida,South,Office Supplies,Supplies,Acme Softgrip Scissors,5,Summer,7,0,28,False,45.584,7,0.2,5.1282,6.5120000000000005
2014-09-17,Standard Class,Jay Fein,Consumer,Austin,Texas,Central,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",4,Autumn,9,2,38,False,17.568,2,0.2,6.3684,8.784
2014-09-17,Standard Class,Jay Fein,Consumer,Austin,Texas,Central,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,4,Autumn,9,2,38,False,55.992,1,0.2,5.5992,55.992
2013-12-04,First Class,Emily Grady,Consumer,Oceanside,New York,East,Office Supplies,Paper,Xerox 1964,3,Winter,12,2,49,False,182.72,8,0.0,84.0512,22.84
2013-12-04,First Class,Emily Grady,Consumer,Oceanside,New York,East,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",3,Winter,12,2,49,False,400.032,2,0.4,-153.3456,200.016
2013-12-04,First Class,Emily Grady,Consumer,Oceanside,New York,East,Office Supplies,Storage,"Personal Folder Holder, Ebony",3,Winter,12,2,49,False,33.63,3,0.0,10.089,11.21
2013-12-04,First Class,Emily Grady,Consumer,Oceanside,New York,East,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",3,Winter,12,2,49,False,542.646,3,0.1,102.4998,180.88199999999998
2013-12-04,First Class,Emily Grady,Consumer,Oceanside,New York,East,Office Supplies,Labels,Avery 520,3,Winter,12,2,49,False,6.3,2,0.0,3.024,3.15
2014-01-22,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,4,Winter,1,2,4,False,242.94,3,0.0,9.7176,80.98
2014-01-22,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Technology,Accessories,Logitech Illuminated - Keyboard,4,Winter,1,2,4,False,179.97,3,0.0,86.3856,59.99
2014-01-22,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,4,Winter,1,2,4,False,99.696,6,0.2,33.6474,16.616
2014-01-22,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,4,Winter,1,2,4,False,27.936,4,0.2,9.4284,6.984
2014-01-22,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,4,Winter,1,2,4,False,84.98,1,0.0,18.6956,84.98
2014-01-22,Standard Class,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Binders,Acco Translucent Poly Ring Binders,4,Winter,1,2,4,False,18.72,5,0.2,6.552,3.7439999999999998
2011-09-08,Standard Class,Gary Zandusky,Consumer,San Francisco,California,West,Technology,Accessories,Logitech Wireless Touch Keyboard K400,4,Autumn,9,3,36,False,49.98,2,0.0,8.4966,24.99
2011-01-05,Standard Class,Phillina Ober,Home Office,Naperville,Illinois,Central,Office Supplies,Labels,Avery 508,4,Winter,1,2,1,False,11.784,3,0.2,4.2717,3.9280000000000004
2011-01-05,Standard Class,Phillina Ober,Home Office,Naperville,Illinois,Central,Office Supplies,Storage,SAFCO Boltless Steel Shelving,4,Winter,1,2,1,False,272.736,3,0.2,-64.7748,90.91199999999999
2011-01-05,Standard Class,Phillina Ober,Home Office,Naperville,Illinois,Central,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,4,Winter,1,2,1,False,3.54,2,0.8,-5.487,1.77
2013-08-28,Standard Class,Sung Shariari,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,5,Summer,8,2,35,False,51.52,5,0.2,-10.948,10.304
2013-08-28,Standard Class,Sung Shariari,Consumer,Dallas,Texas,Central,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",5,Summer,8,2,35,False,3.528,1,0.2,1.1466,3.528
2013-08-28,Standard Class,Sung Shariari,Consumer,Dallas,Texas,Central,Office Supplies,Paper,Xerox 196,5,Summer,8,2,35,False,4.624,1,0.2,1.6762,4.624
2013-08-28,Standard Class,Sung Shariari,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",5,Summer,8,2,35,False,55.168,4,0.2,6.2064,13.792
2011-05-27,Same Day,Maya Herman,Corporate,San Diego,California,West,Furniture,Tables,KI Conference Tables,0,Spring,5,4,21,False,567.12,10,0.2,-28.356,56.712
2011-05-27,Same Day,Maya Herman,Corporate,San Diego,California,West,Office Supplies,Storage,Fellowes Officeware Wire Shelving,0,Spring,5,4,21,False,359.32,4,0.0,7.1864,89.83
2013-03-21,Second Class,Peter Bühler,Consumer,Evanston,Illinois,Central,Technology,Phones,Belkin iPhone and iPad Lightning Cable,2,Spring,3,3,12,False,11.992,1,0.2,0.8994,11.992
2014-10-03,Standard Class,Roland Fjeld,Consumer,Trenton,Michigan,Central,Office Supplies,Binders,GBC Durable Plastic Covers,4,Autumn,10,4,40,False,58.05,3,0.0,26.703,19.349999999999998
2014-10-03,Standard Class,Roland Fjeld,Consumer,Trenton,Michigan,Central,Furniture,Furnishings,Nu-Dell Leatherette Frames,4,Autumn,10,4,40,False,157.74,11,0.0,56.7864,14.340000000000002
2014-10-03,Standard Class,Roland Fjeld,Consumer,Trenton,Michigan,Central,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",4,Autumn,10,4,40,False,56.98,7,0.0,22.792,8.139999999999999
2014-10-03,Standard Class,Roland Fjeld,Consumer,Trenton,Michigan,Central,Office Supplies,Binders,Avery Durable Binders,4,Autumn,10,4,40,False,2.88,1,0.0,1.4112,2.88
2013-04-08,First Class,Yoseph Carroll,Corporate,San Francisco,California,West,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,2,Spring,4,0,15,False,1199.976,3,0.2,374.9925,399.992
2012-12-07,Standard Class,Melanie Seite,Consumer,Los Angeles,California,West,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,5,Winter,12,4,49,False,79.92,4,0.0,28.7712,19.98
2013-09-19,Standard Class,Nona Balk,Corporate,Jacksonville,Florida,South,Furniture,Tables,Chromcraft Round Conference Tables,4,Autumn,9,3,38,False,383.438,4,0.45,-167.3184,95.8595
2011-12-29,Standard Class,Debra Catini,Consumer,Cottage Grove,Minnesota,Central,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,4,Winter,12,3,52,False,24.56,2,0.0,6.8768,12.28
2011-12-29,Standard Class,Debra Catini,Consumer,Cottage Grove,Minnesota,Central,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,4,Winter,12,3,52,False,119.8,4,0.0,47.92,29.95
2014-07-24,Standard Class,Christine Phan,Corporate,New York City,New York,East,Office Supplies,Binders,Angle-D Ring Binders,5,Summer,7,3,30,False,13.128,3,0.2,4.2666,4.376
2014-09-19,Standard Class,Barry Französisch,Corporate,Green Bay,Wisconsin,Central,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",4,Autumn,9,4,38,False,22.72,4,0.0,10.224,5.68
2012-08-31,Standard Class,Andrew Roberts,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 226,5,Summer,8,4,35,False,58.32,9,0.0,27.9936,6.48
2014-11-04,Standard Class,Julie Creighton,Corporate,Atlanta,Georgia,South,Office Supplies,Labels,Avery 476,4,Autumn,11,1,45,False,12.39,3,0.0,5.6994,4.13
2012-02-08,Standard Class,Lisa Hazard,Consumer,Columbus,Ohio,East,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,5,Winter,2,2,6,False,107.982,3,0.4,-26.9955,35.994
2011-01-14,Second Class,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,Staples,2,Winter,1,4,2,False,11.36,2,0.0,5.3392,5.68
2011-01-14,Second Class,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,2,Winter,1,4,2,False,50.94,3,0.0,25.47,16.98
2011-01-14,Second Class,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,2,Winter,1,4,2,False,646.74,6,0.0,258.696,107.79
2011-01-14,Second Class,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Binders,Staples,2,Winter,1,4,2,False,5.64,3,0.0,2.7072,1.88
2011-01-14,Second Class,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,2,Winter,1,4,2,False,572.58,6,0.0,34.3548,95.43
2011-05-14,Standard Class,Anthony Johnson,Corporate,Saint Petersburg,Florida,South,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,6,Spring,5,5,19,False,310.88,2,0.2,23.316,155.44
2013-05-20,Standard Class,Laurel Elliston,Consumer,Arlington,Virginia,South,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,5,Spring,5,0,21,False,641.96,2,0.0,179.7488,320.98
2014-01-31,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,6,Winter,1,4,5,False,18.28,2,0.0,9.14,9.14
2014-01-31,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Technology,Phones,AT&T 841000 Phone,6,Winter,1,4,5,False,207.0,3,0.0,51.75,69.0
2014-01-31,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,GBC Instant Report Kit,6,Winter,1,4,5,False,32.35,5,0.0,16.175,6.470000000000001
2014-01-31,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,6,Winter,1,4,5,False,7.71,1,0.0,3.4695,7.71
2014-01-31,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,6,Winter,1,4,5,False,40.3,2,0.0,10.881,20.15
2014-01-31,Standard Class,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",6,Winter,1,4,5,False,34.58,7,0.0,14.5236,4.9399999999999995
2011-06-29,Standard Class,Dan Lawera,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",7,Summer,6,2,26,False,32.76,7,0.2,3.6855,4.68
2012-08-21,First Class,Nick Zandusky,Home Office,San Francisco,California,West,Furniture,Chairs,Hon GuestStacker Chair,2,Summer,8,1,34,False,544.008,3,0.2,40.8006,181.336
2012-08-21,First Class,Nick Zandusky,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 191,2,Summer,8,1,34,False,59.94,3,0.0,28.1718,19.98
2012-08-21,First Class,Nick Zandusky,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 1974,2,Summer,8,1,34,False,23.92,4,0.0,11.7208,5.98
2012-08-21,First Class,Nick Zandusky,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 1927,2,Summer,8,1,34,False,4.28,1,0.0,1.926,4.28
2012-10-03,Second Class,Bryan Mills,Consumer,Columbus,Ohio,East,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,3,Autumn,10,2,40,False,32.07,5,0.7,-22.449,6.414
2012-10-03,Second Class,Bryan Mills,Consumer,Columbus,Ohio,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,3,Autumn,10,2,40,False,24.0,2,0.2,-2.7,12.0
2012-10-03,Second Class,Bryan Mills,Consumer,Columbus,Ohio,East,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",3,Autumn,10,2,40,False,35.49,1,0.5,-15.6156,35.49
2012-10-03,Second Class,Bryan Mills,Consumer,Columbus,Ohio,East,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,3,Autumn,10,2,40,False,47.984,2,0.2,0.5998,23.992
2012-05-23,Standard Class,Erin Ashbrook,Corporate,Columbia,South Carolina,South,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,5,Spring,5,2,21,False,186.69,3,0.0,87.7443,62.23
2014-03-18,Second Class,Clay Ludtke,Consumer,Lancaster,California,West,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,4,Spring,3,1,12,False,17.456,2,0.2,5.8914,8.728
2012-12-12,Standard Class,Liz Thompson,Consumer,Lancaster,California,West,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",4,Winter,12,2,50,False,348.928,2,0.2,34.8928,174.464
2012-06-26,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,South,Office Supplies,Binders,GBC VeloBinder Manual Binding System,4,Summer,6,1,26,False,143.96,4,0.0,69.1008,35.99
2012-06-26,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,South,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",4,Summer,6,1,26,False,15.42,1,0.0,4.1634,15.42
2012-06-26,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,South,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",4,Summer,6,1,26,False,43.04,8,0.0,21.0896,5.38
2012-06-26,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,South,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,4,Summer,6,1,26,False,332.94,3,0.0,79.9056,110.98
2013-05-21,Same Day,Joe Kamberova,Consumer,Asheville,North Carolina,South,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,0,Spring,5,1,21,False,1363.96,5,0.2,85.2475,272.79200000000003
2011-09-20,Standard Class,Erica Smith,Consumer,San Francisco,California,West,Office Supplies,Labels,Avery 499,6,Autumn,9,1,38,False,9.96,2,0.0,4.5816,4.98
2011-09-20,Standard Class,Erica Smith,Consumer,San Francisco,California,West,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",6,Autumn,9,1,38,False,21.72,4,0.0,10.6428,5.43
2014-09-22,Standard Class,Rick Hansen,Consumer,Rochester,Minnesota,Central,Office Supplies,Binders,Avery Durable Binders,5,Autumn,9,0,39,False,20.16,7,0.0,9.8784,2.88
2012-12-24,First Class,David Bremer,Corporate,Rochester,New York,East,Office Supplies,Paper,Xerox 1887,2,Winter,12,0,52,False,132.79,7,0.0,63.7392,18.97
2012-12-24,First Class,David Bremer,Corporate,Rochester,New York,East,Office Supplies,Paper,Xerox 1967,2,Winter,12,0,52,False,12.96,2,0.0,6.2208,6.48
2012-12-24,First Class,David Bremer,Corporate,Rochester,New York,East,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,2,Winter,12,0,52,False,21.56,7,0.0,10.3488,3.0799999999999996
2012-11-27,Standard Class,Carlos Daly,Consumer,Lake Elsinore,California,West,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",6,Autumn,11,1,48,False,283.92,5,0.2,17.745,56.784000000000006
2014-02-21,First Class,Helen Wasserman,Corporate,San Diego,California,West,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",3,Winter,2,4,8,False,22.23,1,0.0,7.3359,22.23
2014-02-21,First Class,Helen Wasserman,Corporate,San Diego,California,West,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,3,Winter,2,4,8,False,215.968,2,0.2,18.8972,107.984
2013-08-19,Second Class,Helen Wasserman,Corporate,New York City,New York,East,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,5,Summer,8,0,34,False,355.32,9,0.0,99.4896,39.48
2013-03-13,Standard Class,Mike Caudle,Corporate,Monroe,Louisiana,South,Office Supplies,Paper,Xerox 218,5,Spring,3,2,11,False,12.96,2,0.0,6.2208,6.48
2014-04-23,First Class,Gary McGarr,Consumer,San Francisco,California,West,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",2,Spring,4,2,17,False,18.28,2,0.0,6.2152,9.14
2011-11-01,Standard Class,Russell Applegate,Consumer,Denver,Colorado,West,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,6,Autumn,11,1,44,False,43.176,3,0.2,4.3176,14.392000000000001
2011-11-01,Standard Class,Russell Applegate,Consumer,Denver,Colorado,West,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,6,Autumn,11,1,44,False,1983.968,4,0.2,247.996,495.992
2012-02-03,First Class,Allen Armold,Consumer,Omaha,Nebraska,Central,Furniture,Furnishings,Coloredge Poster Frame,2,Winter,2,4,5,False,28.4,2,0.0,11.076,14.2
2012-02-03,First Class,Allen Armold,Consumer,Omaha,Nebraska,Central,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,2,Winter,2,4,5,False,149.97,3,0.0,50.9898,49.99
2011-10-13,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Office Supplies,Art,Newell 32,2,Autumn,10,3,41,False,11.52,4,0.0,3.2256,2.88
2011-10-13,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",2,Autumn,10,3,41,False,1298.55,5,0.0,311.652,259.71
2011-10-13,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,2,Autumn,10,3,41,False,213.92,4,0.0,62.0368,53.48
2011-10-13,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,2,Autumn,10,3,41,False,25.78,2,0.0,2.578,12.89
2014-05-15,Same Day,Pauline Johnson,Consumer,Santa Ana,California,West,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",0,Spring,5,3,20,False,18.28,2,0.0,6.2152,9.14
2014-05-15,Same Day,Pauline Johnson,Consumer,Santa Ana,California,West,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,0,Spring,5,3,20,False,1399.93,7,0.0,601.9699,199.99
2012-03-20,First Class,Bart Watters,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Paper,Xerox 205,3,Spring,3,1,12,False,51.84,8,0.0,24.8832,6.48
2013-09-16,Standard Class,Dean Braden,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1968,4,Autumn,9,0,38,False,5.344,1,0.2,1.8704,5.344
2011-06-28,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1995,4,Summer,6,1,26,False,41.472,8,0.2,14.5152,5.184
2011-06-28,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,4,Summer,6,1,26,False,3.168,3,0.7,-2.4288,1.056
2011-06-28,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Leather Executive Chair,4,Summer,6,1,26,False,1228.465,5,0.3,0.0,245.69299999999998
2011-06-28,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC Recycled Grain Textured Covers,4,Summer,6,1,26,False,31.086,3,0.7,-22.7964,10.362
2011-06-28,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1941,4,Summer,6,1,26,False,335.52,4,0.2,117.432,83.88
2014-06-21,Standard Class,Toby Ritter,Consumer,Belleville,New Jersey,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,7,Summer,6,5,25,False,239.97,3,0.0,71.991,79.99
